,ConBase,ConStove,ConOven,ConDHW,Qheat,Qcool
2057,0.161491667,0,0,0,0.00238854,0
2058,0.158141667,0,0,0.126793333,0,0
2059,0.165291667,0,0,0.010032,0.002517995,0
2060,0.195628333,0,0,0.018392,0.00654549,0
2061,0.202996667,0,0,0.065068667,0.004509882,0
2062,0.166156667,0,0,0.035878333,0.004743875,0
2063,0.142346667,0,0,0.126793333,0.010071552,0
2064,0.143026667,0,0,0,0.013378564,0
2065,0.141666667,0,0,0,0.014724382,0
2066,0.142271667,0,0,0,0.019570943,0
2067,0.142876667,0,0,0,0.020315152,0
2068,0.141666667,0,0,0,0.012648535,0
2069,0.146506667,0,0,0.005016,0,0
2070,0.141666667,0,0,0.141841333,0.014477189,0
2071,0.142876667,0,0,0.275322667,0.017960498,0
2072,0.163896667,0,0,0.138497333,0.014620602,0
2073,0.148296667,0,0,0.005016,0.003085628,0
2074,0.167226667,0.024,0,0.128465333,0.011655594,0
2075,0.179308333,0,0,0.03344,0.008570649,0
2076,0.163713333,0,0,0.003344,0.010991819,0
2077,0.390386667,0,0,0.028284667,0.009234546,0
2078,0.327658333,0,0,0.00836,0.006984384,0
2079,0.333636667,0,0,0.010032,0.001238583,0
2080,0.260733333,0,0,0.018392,0.002771012,0
2081,0.211505,0,0,0.011704,0.005838382,0
2082,0.2631,0.192,0,0.011704,0.007860561,0
2083,0.299701667,0.144,0,0.137591667,0.007270466,0
2084,0.29373,0,0,0.215130667,0.007084946,0
2085,0.240481667,0,0,0.050020667,0.008493219,0
2086,0.203196667,0,0,0.01672,0.008712589,0
2087,0.145901667,0,0,0,0.009718719,0
2088,0.145901667,0,0,0,0.011327686,0
2089,0.141666667,0,0,0,0.012363332,0
2090,0.146506667,0,0,0,0.012487066,0
2091,0.141666667,0,0,0,0.015109376,0
2092,0.141666667,0,0,0,0.008484919,0
2093,0.141666667,0,0,0.133481333,0.001794086,0
2094,0.161916667,0,0,0.141841333,0.011123192,0
2095,0.205386667,0,0,0.055176,0.013266243,0
2096,0.179421667,0,0,0.19855,0.011332604,0
2097,0.208631667,0,0,0.139263667,0.003576799,0
2098,0.183216667,0.024,0,0.001672,0.00940634,0
2099,0.169126667,0,0,0.018392,0.006158417,0
2100,0.180116667,0,0,0.020064,0.006398726,0
2101,0.161496667,0,0,0.027518333,0.005307679,0
2102,0.199891667,0,0,0.043193333,0.004474517,0
2103,0.178721667,0,0,0,0.003153129,0
2104,0.178181667,0,0,0,0.002709872,0
2105,0.148051667,0,0,0.018392,0.002623515,0
2106,0.175106667,0,0,0.131809333,0.000601044,0
2107,0.193621667,0.12,0,0.136825333,0.001243659,0
2108,0.200295,0,0,0.017486333,0.007048099,0
2109,0.201766667,0,0,0.034972667,0.004152353,0
2110,0.165406667,0,0,0.140169333,0.004084259,0
2111,0.141666667,0,0,0,0.007435216,0
2112,0.141666667,0,0,0,0.009752563,0
2113,0.142271667,0,0,0,0.011391147,0
2114,0.141666667,0,0,0,0.013443977,0
2115,0.141666667,0,0,0,0.017652133,0
2116,0.141806667,0,0,0,0.018243156,0
2117,0.141666667,0,0,0,0.012589271,0
2118,0.144691667,0,0,0.455480667,0.007959644,0
2119,0.142951667,0,0,0.145951667,0.006094075,0
2120,0.195718333,0,0,0.029190333,0,0
2121,0.192021667,0,0,0.271978667,0.001472588,0
2122,0.156641667,0.204,0,0.001672,0.002857417,0
